pair_key,annotator,breed,emotion,kp0_x,kp0_y,kp0_v,kp1_x,kp1_y,kp1_v,kp2_x,kp2_y,kp2_v,kp3_x,kp3_y,kp3_v,kp4_x,kp4_y,kp4_v,kp5_x,kp5_y,kp5_v,kp6_x,kp6_y,kp6_v,kp7_x,kp7_y,kp7_v,kp8_x,kp8_y,kp8_v,kp9_x,kp9_y,kp9_v,kp10_x,kp10_y,kp10_v,kp11_x,kp11_y,kp11_v,kp12_x,kp12_y,kp12_v,kp13_x,kp13_y,kp13_v,kp14_x,kp14_y,kp14_v,kp15_x,kp15_y,kp15_v,kp16_x,kp16_y,kp16_v,kp17_x,kp17_y,kp17_v,kp18_x,kp18_y,kp18_v,kp19_x,kp19_y,kp19_v,kp20_x,kp20_y,kp20_v,kp21_x,kp21_y,kp21_v,kp22_x,kp22_y,kp22_v,kp23_x,kp23_y,kp23_v,kp24_x,kp24_y,kp24_v,kp25_x,kp25_y,kp25_v,kp26_x,kp26_y,kp26_v,kp27_x,kp27_y,kp27_v,kp28_x,kp28_y,kp28_v,kp29_x,kp29_y,kp29_v,kp30_x,kp30_y,kp30_v,kp31_x,kp31_y,kp31_v,kp32_x,kp32_y,kp32_v,kp33_x,kp33_y,kp33_v,kp34_x,kp34_y,kp34_v,kp35_x,kp35_y,kp35_v,kp36_x,kp36_y,kp36_v,kp37_x,kp37_y,kp37_v,kp38_x,kp38_y,kp38_v,kp39_x,kp39_y,kp39_v,kp40_x,kp40_y,kp40_v,kp41_x,kp41_y,kp41_v,kp42_x,kp42_y,kp42_v,kp43_x,kp43_y,kp43_v,kp44_x,kp44_y,kp44_v,kp45_x,kp45_y,kp45_v,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/dog_35605514/dog_35605514_t0_000276.jpg,danek,Saint Bernard,relaxed,-0.136701,-0.159163,0.9927,0.104552,-0.18978,0.8581,-0.171946,-0.08999,0.8894,0.146739,-0.119116,0.9071,-0.166827,-0.016719,0.9724,0.14982,-0.043374,0.9148,-0.166399,0.08156,0.9888,0.158658,0.049251,0.971,-0.221337,0.004154,0.9775,0.19922,-0.036332,0.962,-0.223567,-0.085073,0.8738,0.223864,-0.107315,0.9021,-0.148781,-0.175982,0.8367,0.120062,-0.206744,0.7862,-0.047408,-0.133616,0.7102,0.012768,-0.136037,0.777,-0.06874,-0.063216,1.0129,0.048309,-0.068477,0.9804,-0.115078,-0.065972,0.9831,0.094908,-0.074357,0.9623,-0.092339,-0.083655,0.9673,0.069387,-0.089878,0.9639,-0.093103,-0.051288,0.9573,0.074688,-0.057328,0.9897,-7.4e-05,-0.007553,0.9225,0.014237,0.047729,0.9767,-0.026071,0.05695,0.9534,0.053243,0.050259,0.9733,-0.034078,-0.000401,0.9551,0.036036,-0.003558,0.952,-0.088716,-0.010846,0.9033,0.078284,-0.017119,0.9535,0.022018,0.086776,1.0019,-0.026436,0.089815,0.9853,0.06378,0.083314,0.9453,0.022527,0.126196,0.9748,-0.063635,0.09364,0.8425,0.086197,0.086984,0.835,0.021667,0.14384,0.9939,-0.096092,0.097855,0.9475,0.104973,0.088488,0.9029,0.02164,0.154015,1.0133,0.021763,0.160577,0.9715,-0.045643,0.147393,0.9069,0.07586,0.145571,0.9666,0.021597,0.148962,0.9805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_35605516/dog_35605516_t0_000207.jpg,danek,Tibetan mastiff,neutral,-0.129454,-0.172948,0.912,0.092873,-0.174169,0.9127,-0.183508,-0.143558,0.8732,0.113069,-0.132085,0.7462,-0.22027,-0.098488,0.8302,0.115464,-0.06949,0.8424,-0.263358,-0.029561,0.9635,0.109362,-0.012243,0.9622,-0.25966,-0.118788,1.0135,0.117633,-0.063306,0.6605,-0.217279,-0.186209,0.388,0.123141,-0.128136,0.6016,-0.19886,-0.090153,0.8409,0.099712,-0.173426,0.427,-0.0161,-0.137179,0.5108,0.036351,-0.121548,0.3964,-0.031645,-0.069843,0.7883,0.053809,-0.057907,0.8972,-0.060462,-0.081272,0.7259,0.077547,-0.061408,0.8876,-0.04497,-0.083516,0.7908,0.065897,-0.066764,0.9165,-0.047853,-0.068102,0.7241,0.066526,-0.051918,0.9165,0.026579,0.020624,0.9093,0.04142,0.091342,0.9405,0.011379,0.093613,0.9186,0.064911,0.094299,0.968,-6e-06,0.026343,0.8268,0.050076,0.024219,0.9314,-0.051818,-0.038794,0.6689,0.061153,-0.019313,0.9042,0.041455,0.118016,1.0042,0.008127,0.118418,0.8878,0.06599,0.11832,0.9945,0.037259,0.133023,0.9338,-0.020672,0.103739,0.6688,0.07322,0.100181,0.6943,0.036111,0.136086,0.9473,-0.090327,0.062106,0.637,0.072233,0.070611,0.8093,0.034645,0.149578,0.918,0.034159,0.155554,0.9046,-0.016927,0.132747,0.8904,0.064589,0.126644,0.8062,0.035172,0.142158,0.9439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37130597/dog_37130597_t0_000069.jpg,masha,American Staffordshire terrier,relaxed,-0.095071,-0.110922,1.0154,0.075584,-0.144502,1.0288,-0.13572,-0.148705,0.9876,0.097138,-0.192377,0.9459,-0.191479,-0.155705,0.9857,0.140167,-0.201774,0.6984,-0.247624,-0.092274,0.9519,0.18616,-0.180087,0.6154,-0.205258,-0.080424,0.9258,0.203752,-0.141792,0.8421,-0.177598,-0.036364,1.0123,0.19093,-0.09706,0.8824,-0.132026,0.000658,0.9606,0.163211,-0.046131,0.9591,-0.019328,-0.082495,0.8631,0.026577,-0.087398,0.8489,-0.058286,-0.015885,0.9595,0.070258,-0.028128,0.9648,-0.094748,-0.017075,0.9526,0.106001,-0.039026,1.0026,-0.077115,-0.031708,0.9757,0.084486,-0.04913,0.9602,-0.076579,-0.004987,1.0013,0.090748,-0.023022,0.9645,0.00475,0.002706,0.981,0.002423,0.038277,0.9393,-0.030931,0.048492,0.96,0.03881,0.042896,0.9239,-0.024529,0.009745,0.9436,0.035103,0.006111,0.9737,-0.071518,0.030434,0.9272,0.094086,0.014439,0.9295,0.003976,0.076046,0.9673,-0.038794,0.082433,1.0165,0.047123,0.072841,0.9638,0.008559,0.119918,0.9854,-0.067252,0.107655,0.7902,0.082871,0.092361,0.8947,0.01237,0.147935,0.9285,-0.101422,0.137341,0.5403,0.124625,0.118617,0.807,0.013705,0.157881,0.9374,0.014874,0.164873,0.9297,-0.046042,0.202194,0.9024,0.089378,0.16929,0.9287,0.012958,0.15332,0.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37132254/dog_37132254_t0_000100.jpg,masha,Shih-Tzu,surprise,-0.151538,-0.044185,0.3061,0.157372,-0.14513,0.8118,-0.150233,0.04265,0.7165,0.196409,-0.094146,0.7645,-0.14209,0.111032,0.6563,0.231794,-0.005072,0.798,-0.095366,0.237866,0.6336,0.301185,0.094995,0.8966,-0.174488,0.130009,0.5975,0.323268,-0.021989,0.8702,-0.185364,0.027638,0.5592,0.238194,-0.120802,0.7233,-0.171791,-0.05353,0.3833,0.154316,-0.165972,0.6225,-0.084418,-0.093795,0.6462,-0.03068,-0.11226,0.504,-0.095017,-0.001794,0.9815,0.049156,-0.047967,0.9049,-0.135656,0.015275,0.9315,0.11399,-0.069639,0.8998,-0.121652,-0.013405,0.9812,0.071276,-0.087537,0.9231,-0.10933,0.028637,0.8517,0.093428,-0.038986,0.8148,-0.047271,-0.042184,0.9005,-0.045223,-0.01938,0.9746,-0.070953,-0.003506,0.9041,-0.011624,-0.021371,0.9558,-0.071318,-0.029795,0.9991,-0.018203,-0.043996,0.89,-0.107646,0.061933,0.8016,0.110008,-0.000147,0.7642,-0.03904,0.007862,0.9916,-0.072453,0.023087,0.8938,0.000879,-0.000522,0.8932,-0.030779,0.03998,0.9914,-0.08602,0.054686,0.6601,0.036788,0.016332,0.5251,-0.024075,0.07208,0.762,-0.085679,0.108,0.1959,0.095295,0.078196,0.2256,-0.021499,0.08395,0.6287,-0.019687,0.089785,0.5455,-0.054254,0.113139,0.332,0.028861,0.083307,0.2058,-0.02276,0.078966,0.6938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37132254/dog_37132254_t0_000225.jpg,masha,Shih-Tzu,surprise,-0.158444,-0.044785,0.5013,0.163386,-0.102088,0.5284,-0.163663,0.034461,0.6619,0.205243,-0.044969,0.7945,-0.16973,0.102173,0.6218,0.234172,0.032281,0.7976,-0.155523,0.266199,0.9327,0.275915,0.12583,0.9457,-0.208735,0.116292,0.7984,0.306428,0.03184,0.9202,-0.203203,0.012852,0.7443,0.238699,-0.060764,0.6915,-0.173964,-0.062586,0.5938,0.151996,-0.1296,0.697,-0.06824,-0.100331,0.6368,-0.009137,-0.11499,0.5986,-0.092873,-0.012921,0.8865,0.061946,-0.047007,0.9058,-0.1409,0.004445,0.8115,0.127165,-0.055194,0.8748,-0.120917,-0.023259,0.9524,0.087111,-0.078981,0.8955,-0.114281,0.014037,0.8153,0.104961,-0.024354,0.8204,-0.030021,-0.068305,0.935,-0.024073,-0.046979,0.9833,-0.05306,-0.032831,0.9412,0.007797,-0.046865,0.956,-0.055258,-0.056346,0.983,-0.001883,-0.069312,0.8871,-0.114697,0.046907,0.7017,0.119638,0.014276,0.7091,-0.018098,-0.020614,0.9542,-0.057385,-0.008458,0.9276,0.021232,-0.024706,0.8907,-0.01287,0.009463,0.9375,-0.074094,0.022967,0.7423,0.05399,-0.000517,0.5529,-0.008016,0.043397,0.8564,-0.068537,0.09145,0.2684,0.109181,0.064599,0.203,-0.007384,0.051777,0.95,-0.00663,0.057141,0.9234,-0.041887,0.074585,0.5128,0.024449,0.060689,0.4609,-0.007606,0.048126,0.9119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37807714/dog_37807714_t0_000000.jpg,danek,Border collie,sad,-0.078127,-0.150458,0.8826,0.030309,-0.151694,0.7921,-0.118135,-0.19575,0.94,0.0794,-0.195051,0.7081,-0.163966,-0.220911,0.9393,0.145409,-0.179575,0.7694,-0.224275,-0.222862,0.968,0.19742,-0.133815,1.0094,-0.21678,-0.161901,0.9297,0.169389,-0.131369,0.8062,-0.199,-0.086809,0.8291,0.143317,-0.119491,0.704,-0.142625,-0.033434,0.6899,0.12049,-0.085455,0.5826,-0.043857,-0.075104,0.7921,-6.1e-05,-0.087824,0.7737,-0.056439,0.004294,0.9825,0.042574,-0.024468,0.9632,-0.093047,0.009994,0.9891,0.073301,-0.038046,0.9804,-0.078032,-0.007946,0.9802,0.053051,-0.045058,0.968,-0.072544,0.020588,0.9556,0.062029,-0.019855,0.987,0.000961,0.018613,0.9622,0.008099,0.055145,0.9789,-0.015646,0.068183,0.972,0.035114,0.055464,0.9485,-0.022216,0.02972,0.9706,0.026868,0.018874,0.9731,-0.062249,0.058227,0.9661,0.071689,0.017139,0.9384,0.014672,0.084427,0.9783,-0.013684,0.092959,0.9713,0.04319,0.077629,1.0064,0.021557,0.110816,0.9787,-0.032578,0.104672,0.8995,0.067843,0.078689,0.9181,0.025858,0.125852,0.9683,-0.028281,0.138802,0.917,0.095144,0.103627,0.9803,0.042169,0.177873,1.055,0.045527,0.189677,1.002,-0.001218,0.140869,0.8799,0.063081,0.123376,0.9452,0.038278,0.164226,1.0792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37807714/dog_37807714_t0_000145.jpg,danek,Border collie,relaxed,-0.085051,-0.131737,0.8531,0.049656,-0.153073,0.8923,-0.130286,-0.147731,0.8976,0.102424,-0.206201,0.785,-0.166955,-0.16786,0.8676,0.182195,-0.212483,0.8518,-0.215237,-0.1521,0.9689,0.251775,-0.17226,0.9602,-0.204583,-0.10486,0.8966,0.219479,-0.145612,0.8479,-0.179288,-0.052121,0.8085,0.184612,-0.123613,0.7382,-0.128201,-0.060428,0.4282,0.145566,-0.082497,0.6974,-0.041451,-0.075926,0.8858,0.004091,-0.089159,0.8141,-0.0593,-0.000926,0.9738,0.047017,-0.02874,0.951,-0.093407,0.004516,0.9781,0.084227,-0.045011,0.9455,-0.080542,-0.013756,1.0008,0.059929,-0.052479,0.9618,-0.074823,0.014904,0.9574,0.069874,-0.02523,0.9655,-0.011113,0.014033,0.9567,-0.013642,0.051398,0.9842,-0.037642,0.06398,1.0054,0.015525,0.051835,0.9753,-0.035296,0.023955,1.0336,0.015483,0.01532,0.9997,-0.06759,0.050165,0.9675,0.078604,0.010815,0.9431,-0.010024,0.082687,0.9661,-0.038655,0.091604,0.9739,0.023146,0.075343,1.0087,-0.001567,0.111803,0.9704,-0.052755,0.107814,0.9344,0.058128,0.079818,0.8802,0.004878,0.130697,0.9525,-0.051955,0.138684,0.8356,0.10503,0.109727,1.0093,0.016941,0.164946,1.0283,0.022016,0.179512,0.9543,-0.026463,0.156771,0.9013,0.062183,0.129655,0.8953,0.011071,0.145862,1.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37807714/dog_37807714_t0_000348.jpg,danek,Border collie,relaxed,-0.095097,-0.153499,0.8171,0.069325,-0.155268,0.8426,-0.152324,-0.186874,0.5807,0.137958,-0.199058,0.8409,-0.195774,-0.160117,0.3642,0.206465,-0.206135,0.7861,-0.21323,-0.067509,0.5735,0.26151,-0.191587,0.8976,-0.230156,-0.144329,0.6186,0.239291,-0.145199,0.8955,-0.206974,-0.037521,0.6567,0.205106,-0.112687,0.7139,-0.161277,0.002868,0.4852,0.137631,-0.108509,0.4057,-0.044724,-0.087941,0.8827,0.006453,-0.09842,0.8703,-0.07223,-0.012819,0.9851,0.04562,-0.030515,0.9899,-0.114329,-0.008723,0.9822,0.086667,-0.041118,1.0025,-0.096096,-0.030011,0.9577,0.062488,-0.053031,0.9438,-0.092223,0.004557,0.9345,0.068998,-0.022433,0.9555,-0.014816,0.001699,0.993,-0.016674,0.035871,0.9698,-0.044426,0.04654,0.9625,0.014414,0.04016,0.9586,-0.041911,0.009896,0.9997,0.013371,0.005361,1.0061,-0.087737,0.044834,0.9681,0.074449,0.016586,0.9032,-0.014611,0.068619,0.9784,-0.048383,0.074794,0.9803,0.021254,0.065692,1.0035,-0.009626,0.1017,0.9474,-0.070222,0.093979,0.8713,0.055161,0.077504,0.8655,-0.005234,0.124738,0.994,-0.068418,0.146152,0.8201,0.089612,0.126395,1.0144,-0.000654,0.148032,0.9882,0.001363,0.160304,0.9502,-0.040426,0.145944,0.7714,0.044053,0.133159,0.8858,-0.002321,0.137567,0.9868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_37923083/dog_37923083_t1_000480.jpg,masha,American Staffordshire terrier,sad,-0.098537,-0.168096,0.9743,0.073785,-0.17333,0.9723,-0.140547,-0.148419,0.8966,0.13152,-0.164729,0.9024,-0.197927,-0.086729,0.8028,0.167303,-0.124329,0.9496,-0.220616,-0.033156,1.001,0.201823,-0.063855,0.9522,-0.259831,-0.085673,0.9759,0.202054,-0.131777,0.8723,-0.203684,-0.115829,0.8497,0.190224,-0.174427,0.8717,-0.140928,-0.065638,0.9243,0.130416,-0.098012,0.9266,-0.038083,-0.090349,0.7541,0.016727,-0.095719,0.7413,-0.065319,-0.021472,0.988,0.057963,-0.039918,0.9783,-0.108612,-0.026868,0.9564,0.097789,-0.055538,1.0141,-0.085851,-0.040064,0.9996,0.074351,-0.061658,1.0245,-0.089421,-0.009844,0.9424,0.083141,-0.034373,0.9773,0.002304,0.016273,0.9128,0.00863,0.076996,0.9598,-0.022489,0.083352,0.9655,0.040234,0.07733,0.9766,-0.028329,0.024694,0.9154,0.033532,0.019221,0.9301,-0.083187,0.018606,0.9806,0.082667,0.000105,0.9196,0.012096,0.107983,0.9769,-0.021133,0.111458,0.9973,0.045075,0.103887,0.9697,0.014969,0.132024,1.0099,-0.049369,0.104474,0.9196,0.068218,0.09246,0.9326,0.015773,0.137801,0.98,-0.079619,0.097204,0.9668,0.090564,0.081939,0.9698,0.016416,0.142466,0.9977,0.016828,0.145334,0.9724,-0.036936,0.13942,0.9333,0.06255,0.128948,0.9482,0.016112,0.140286,1.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4066062/dog_4066062_t0_000100.jpg,masha,boxer,sad,-0.059611,-0.156818,0.9777,0.049441,-0.186843,0.9882,-0.120153,-0.132654,0.74,0.120684,-0.214572,0.7823,-0.152219,-0.039465,0.5433,0.204153,-0.19411,0.7278,-0.146054,0.04181,1.0187,0.263271,-0.100063,0.9733,-0.179333,-0.026619,0.675,0.211425,-0.143243,0.8764,-0.145211,-0.042915,0.4995,0.193886,-0.120628,0.9169,-0.123559,-0.031291,0.9694,0.179046,-0.068052,0.8835,-0.043709,-0.100224,0.7051,0.003081,-0.11012,0.6672,-0.069372,-0.021422,0.9351,0.04892,-0.046574,0.9085,-0.103903,-0.022548,0.9187,0.095969,-0.065695,0.9549,-0.08938,-0.04029,0.937,0.066681,-0.077727,0.9641,-0.086004,-0.007964,0.9027,0.078666,-0.041086,0.9844,-0.018199,-0.001757,0.9424,-0.037539,0.041967,0.9371,-0.067607,0.056132,0.8683,0.003518,0.042331,0.8888,-0.045209,0.007575,0.9042,0.011145,-0.001072,0.8983,-0.07915,0.024809,0.9396,0.08597,-0.004942,0.8357,-0.035836,0.082714,0.9858,-0.071825,0.093535,0.8937,0.013964,0.072292,0.8992,-0.027604,0.11767,0.9587,-0.075111,0.116472,0.7149,0.065964,0.091061,0.4679,-0.021868,0.141756,0.9269,-0.077454,0.142638,0.6671,0.132004,0.109893,0.3788,-0.018167,0.152696,0.9561,-0.015112,0.160183,0.9178,-0.058418,0.193863,0.8449,0.107108,0.178923,0.8798,-0.020173,0.147591,0.9313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4066062/dog_4066062_t0_000200.jpg,masha,boxer,sad,-0.058939,-0.158417,0.949,0.049378,-0.186934,0.9858,-0.12133,-0.133463,0.7778,0.119721,-0.214257,0.7914,-0.155341,-0.055676,0.6017,0.200156,-0.195136,0.765,-0.147059,0.038084,0.8653,0.259125,-0.096613,0.9012,-0.188152,-0.041154,0.6534,0.208746,-0.142597,0.9122,-0.144655,-0.045064,0.778,0.190965,-0.119188,0.8847,-0.122818,-0.032168,0.9867,0.177122,-0.07166,0.916,-0.043553,-0.09782,0.7267,0.004077,-0.107785,0.6616,-0.068695,-0.021132,0.9508,0.049341,-0.045942,0.9585,-0.103825,-0.022374,0.9253,0.095134,-0.065006,0.9841,-0.088696,-0.040005,0.9473,0.066471,-0.076791,0.9693,-0.085931,-0.007742,0.9311,0.078607,-0.040625,1.0001,-0.017632,-0.001596,0.9198,-0.036561,0.04259,0.9741,-0.067849,0.056631,0.8527,0.005022,0.042615,0.8991,-0.04517,0.007833,0.9038,0.011786,-0.000993,0.9111,-0.079916,0.025338,0.9563,0.085402,-0.005184,0.8883,-0.034709,0.083216,0.9588,-0.071188,0.093689,0.9007,0.015212,0.072653,0.955,-0.026175,0.119607,0.9778,-0.072068,0.118295,0.7046,0.070336,0.095565,0.4428,-0.020441,0.144164,0.9116,-0.074118,0.147665,0.7808,0.128774,0.109002,0.6611,-0.016227,0.156744,0.9052,-0.013484,0.165069,0.7883,-0.059357,0.191185,0.8814,0.110169,0.179433,0.8796,-0.018201,0.150824,0.9638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4066062/dog_4066062_t0_000475.jpg,masha,boxer,sad,-0.059655,-0.154906,0.9374,0.053288,-0.185719,0.9395,-0.126031,-0.116181,0.7978,0.133834,-0.21366,0.821,-0.155456,-0.026347,0.6792,0.218364,-0.189303,0.6616,-0.141674,0.056462,0.9818,0.276264,-0.093724,0.9816,-0.177983,-0.018642,0.7175,0.235368,-0.139894,0.7902,-0.144284,-0.02972,0.6771,0.206985,-0.115394,0.8762,-0.124239,-0.021979,0.9795,0.191028,-0.061564,0.9178,-0.041661,-0.097489,0.632,0.005191,-0.108447,0.7614,-0.069129,-0.01877,0.9139,0.05355,-0.048863,0.9413,-0.103192,-0.016817,0.9106,0.100731,-0.068316,0.9598,-0.089496,-0.036005,1.0209,0.071559,-0.080537,0.963,-0.085231,-0.003749,0.9344,0.083515,-0.043682,0.9711,-0.018955,-0.00454,0.955,-0.035175,0.034633,0.9799,-0.067791,0.04949,0.8589,0.005583,0.034625,0.9045,-0.046886,0.005375,0.9518,0.01161,-0.004253,0.9069,-0.081052,0.02807,0.9389,0.091473,-0.005447,0.9217,-0.034914,0.075271,0.9512,-0.073959,0.08707,0.9574,0.016576,0.064354,0.9304,-0.025978,0.11315,0.956,-0.076369,0.114099,0.6516,0.068698,0.085503,0.4513,-0.020178,0.139787,0.8878,-0.078013,0.150286,0.7915,0.120671,0.113683,0.521,-0.017275,0.150317,0.9371,-0.015218,0.157263,0.8948,-0.061361,0.192632,0.7698,0.107898,0.186248,0.5489,-0.018498,0.145604,0.9806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4070325/dog_4070325_t0_000050.jpg,masha,boxer,relaxed,-0.118366,-0.09722,1.005,0.116327,-0.16112,0.9812,-0.156055,-0.059611,0.9274,0.201375,-0.154094,0.7845,-0.172801,-0.007795,0.9766,0.261126,-0.108874,0.8154,-0.168357,0.079285,0.8857,0.299051,-0.033242,0.9438,-0.15332,0.041858,0.8153,0.258944,-0.038243,0.9609,-0.136046,0.0364,0.8712,0.218687,-0.039851,0.8926,-0.118259,0.035613,0.8891,0.185058,-0.034554,0.9149,-0.057897,-0.104116,0.7644,-0.009683,-0.116395,0.7864,-0.088901,-0.02375,1.0003,0.052516,-0.065882,0.9593,-0.121374,-0.011542,0.9737,0.098017,-0.077933,0.9868,-0.110179,-0.033125,0.978,0.071636,-0.088233,0.9871,-0.102702,-0.004319,0.9598,0.078938,-0.061152,0.9586,-0.036152,-0.050828,0.9548,-0.042834,-0.024106,0.9587,-0.069473,-0.008201,0.9428,-0.004631,-0.021822,1.0042,-0.061547,-0.039359,0.9558,-0.00788,-0.049913,0.9349,-0.097302,0.023078,0.8957,0.090414,-0.024828,0.9029,-0.038835,0.011861,0.9209,-0.071045,0.022779,0.9528,0.005435,0.004732,0.9269,-0.029727,0.050814,0.9697,-0.077924,0.059951,0.7171,0.049466,0.029905,0.6343,-0.020556,0.085094,0.9998,-0.077512,0.111928,0.8207,0.143441,0.08561,0.8929,0.009946,0.206749,0.9237,0.015679,0.233193,0.8561,-0.040022,0.167867,0.9629,0.075158,0.135882,0.9117,-0.006101,0.138977,0.9642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4070325/dog_4070325_t0_000500.jpg,masha,boxer,relaxed,-0.107874,-0.10802,0.9626,0.106104,-0.163928,1.0169,-0.155049,-0.073858,0.9179,0.186353,-0.175301,0.8911,-0.176462,-0.015934,0.9102,0.259149,-0.138985,0.8266,-0.178339,0.058345,0.9099,0.321488,-0.068084,0.91,-0.153183,0.040775,0.8988,0.263422,-0.076213,0.942,-0.13438,0.028546,0.8437,0.219435,-0.063114,0.9727,-0.116028,0.020749,0.8919,0.185473,-0.036955,0.9011,-0.056221,-0.094334,0.7991,-0.008122,-0.106798,0.8277,-0.085187,-0.016895,0.9359,0.048918,-0.055687,0.9645,-0.115847,-0.006997,0.9279,0.094925,-0.068414,1.0138,-0.105524,-0.026166,0.9993,0.068224,-0.077133,0.9715,-0.098778,0.001105,0.9549,0.075367,-0.05166,0.9931,-0.034759,-0.034126,0.9382,-0.044929,-0.004569,0.9388,-0.07113,0.009978,1.0039,-0.008384,-0.003474,0.966,-0.060324,-0.02332,0.9316,-0.005699,-0.033304,0.9463,-0.093613,0.027691,0.953,0.085442,-0.014801,0.9308,-0.043351,0.029404,0.9951,-0.072871,0.038965,0.9059,-0.000478,0.022508,0.9429,-0.034715,0.067245,0.9962,-0.076997,0.072427,0.8085,0.046837,0.048594,0.6782,-0.024848,0.101584,1.0128,-0.079067,0.110213,0.8388,0.14115,0.095872,0.9454,-0.002743,0.174907,0.8869,0.00313,0.194166,0.8328,-0.050385,0.152914,0.9519,0.086146,0.149584,0.9506,-0.009725,0.149244,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4107564/dog_4107564_t0_000030.jpg,danek,dingo,neutral,-0.077291,-0.125647,0.9746,0.02548,-0.105972,0.9978,-0.09822,-0.159679,0.9557,0.059221,-0.135564,0.971,-0.115185,-0.19655,0.9896,0.089523,-0.163064,0.9436,-0.147905,-0.231228,1.0023,0.128696,-0.190208,0.9669,-0.1842,-0.169591,0.9774,0.122906,-0.120347,0.9376,-0.18362,-0.098899,0.848,0.099656,-0.071345,0.7575,-0.152275,-0.034146,0.7882,0.075569,-0.003201,0.7841,-0.025663,-0.052829,0.6938,0.013215,-0.048421,0.7168,-0.057257,0.007309,0.722,0.049438,0.017361,0.4977,-0.093851,-0.001335,0.7893,0.071558,0.016159,0.4029,-0.073108,-0.009401,0.6606,0.06216,0.005504,0.5121,-0.076017,0.014043,0.7546,0.060681,0.026825,0.4212,0.01117,0.033875,0.7138,0.042017,0.074367,0.7391,0.017916,0.08784,0.6817,0.067238,0.073218,0.754,-0.01398,0.043826,0.8096,0.035403,0.029873,0.7163,-0.074707,0.051233,0.8231,0.062857,0.051116,0.5388,0.051318,0.113292,0.8611,0.020846,0.117125,0.8404,0.077414,0.108093,0.8128,0.050565,0.141198,0.8142,-0.01605,0.121178,0.684,0.088068,0.106779,0.6983,0.051172,0.157495,0.751,-0.082092,0.130143,0.9034,0.091172,0.100499,0.536,0.050556,0.176104,0.7065,0.05009,0.184007,0.707,-0.002354,0.174704,0.78,0.076034,0.151942,0.5409,0.051389,0.16698,0.6955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
