pair_key,source_video,emotion,n_active,AU101,AU143,AU145,AU109,AU110,AU12,AU116,AU118,AU25,AU26,AU27,AD19,AD33,AD35,AD37,AD137,EAD101,EAD102,EAD103,EAD104,EAD105
DOGS/mixkit-46938__young-boy-petting-and-playing-with-his-dog/mixkit-46938__young-boy-petting-and-playing-with-his-dog_t0_000525.jpg,mixkit-46938__young-boy-petting-and-playing-with-his-dog,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-46938__young-boy-petting-and-playing-with-his-dog/mixkit-46938__young-boy-petting-and-playing-with-his-dog_t0_000450.jpg,mixkit-46938__young-boy-petting-and-playing-with-his-dog,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-46938__young-boy-petting-and-playing-with-his-dog/mixkit-46938__young-boy-petting-and-playing-with-his-dog_t0_000784.jpg,mixkit-46938__young-boy-petting-and-playing-with-his-dog,sad,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-46938__young-boy-petting-and-playing-with-his-dog/mixkit-46938__young-boy-petting-and-playing-with-his-dog_t0_000720.jpg,mixkit-46938__young-boy-petting-and-playing-with-his-dog,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-46938__young-boy-petting-and-playing-with-his-dog/mixkit-46938__young-boy-petting-and-playing-with-his-dog_t0_000304.jpg,mixkit-46938__young-boy-petting-and-playing-with-his-dog,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-46938__young-boy-petting-and-playing-with-his-dog/mixkit-46938__young-boy-petting-and-playing-with-his-dog_t0_000675.jpg,mixkit-46938__young-boy-petting-and-playing-with-his-dog,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000200.jpg,dog_5794740,neutral,13,,0,1,1,1,1,1,1,1,1,1,0,,0,1,,1,0,0,1,1
DOGS/dog_5794740/dog_5794740_t0_000119.jpg,dog_5794740,angry,13,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
DOGS/dog_5794740/dog_5794740_t0_000259.jpg,dog_5794740,neutral,12,0,0,0,1,1,1,1,1,1,1,1,0,,0,1,0,1,0,0,1,1
DOGS/dog_5794740/dog_5794740_t0_000147.jpg,dog_5794740,angry,12,1,0,1,1,1,1,,1,,1,1,0,1,0,1,0,0,0,0,1,1
DOGS/dog_5794740/dog_5794740_t0_000203.jpg,dog_5794740,angry,12,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000125.jpg,dog_5794740,angry,12,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,,0
DOGS/dog_5794740/dog_5794740_t0_000231.jpg,dog_5794740,angry,10,,0,1,1,1,1,1,1,1,1,1,0,,0,1,0,0,0,,0,
DOGS/dog_5794740/dog_5794740_t0_000275.jpg,dog_5794740,neutral,1,0,0,0,,,,0,0,0,0,0,0,,,0,1,,0,0,0,
DOGS/dog_5794740/dog_5794740_t0_000035.jpg,dog_5794740,relaxed,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000000.jpg,dog_5794740,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0
DOGS/dog_5794740/dog_5794740_t0_000287.jpg,dog_5794740,neutral,0,0,,0,,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000063.jpg,dog_5794740,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
DOGS/dog_5794740/dog_5794740_t0_000025.jpg,dog_5794740,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000072.jpg,dog_7615426,happy,13,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
DOGS/dog_7615426/dog_7615426_t0_000120.jpg,dog_7615426,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000504.jpg,dog_7615426,neutral,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000000.jpg,dog_7615426,neutral,2,0,0,0,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000456.jpg,dog_7615426,neutral,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_7615426/dog_7615426_t0_000192.jpg,dog_7615426,neutral,2,0,0,0,0,0,0,,0,1,,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000500.jpg,dog_7615426,fearful,1,0,0,0,1,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000240.jpg,dog_7615426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000336.jpg,dog_7615426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000200.jpg,dog_7615426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_7615426/dog_7615426_t0_000288.jpg,dog_7615426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7615426/dog_7615426_t0_000408.jpg,dog_7615426,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000360.jpg,dog_7683150,neutral,13,,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
DOGS/dog_7683150/dog_7683150_t0_000384.jpg,dog_7683150,neutral,8,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
DOGS/dog_7683150/dog_7683150_t0_000336.jpg,dog_7683150,relaxed,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000160.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000184.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000240.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000280.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000304.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000075.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000150.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000225.jpg,dog_7683150,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_7683150/dog_7683150_t0_000300.jpg,dog_7683150,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000264.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,13,1,0,1,,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000240.jpg,a145a19233d4f70d0953b09ca6bdca9b,angry,12,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000456.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,1,1,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000432.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,1,1,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000408.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000096.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000000.jpg,a145a19233d4f70d0953b09ca6bdca9b,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000048.jpg,a145a19233d4f70d0953b09ca6bdca9b,relaxed,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000072.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
sobaki_local/a145a19233d4f70d0953b09ca6bdca9b/a145a19233d4f70d0953b09ca6bdca9b_t0_000384.jpg,a145a19233d4f70d0953b09ca6bdca9b,neutral,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0
DOGS/dog_12130327/dog_12130327_t0_000342.jpg,dog_12130327,neutral,13,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
DOGS/dog_12130327/dog_12130327_t0_000000.jpg,dog_12130327,relaxed,1,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,1,0
DOGS/dog_12130327/dog_12130327_t0_000270.jpg,dog_12130327,submission,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DOGS/dog_12130327/dog_12130327_t0_000153.jpg,dog_12130327,relaxed,0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0
DOGS/dog_12130327/dog_12130327_t0_000063.jpg,dog_12130327,relaxed,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0
DOGS/dog_12130327/dog_12130327_t0_000232.jpg,dog_12130327,neutral,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_12130327/dog_12130327_t0_000036.jpg,dog_12130327,relaxed,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
DOGS/dog_12130327/dog_12130327_t0_000216.jpg,dog_12130327,sad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_12130327/dog_12130327_t0_000243.jpg,dog_12130327,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t0_000132.jpg,youtube_sad dog face_yzJExJw9N28,neutral,13,1,0,0,,,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t0_000154.jpg,youtube_sad dog face_yzJExJw9N28,neutral,13,1,0,0,,,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t0_000440.jpg,youtube_sad dog face_yzJExJw9N28,neutral,11,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,,1,1
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t0_000066.jpg,youtube_sad dog face_yzJExJw9N28,neutral,7,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,,1,0
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t0_000264.jpg,youtube_sad dog face_yzJExJw9N28,neutral,6,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,0
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t0_000594.jpg,youtube_sad dog face_yzJExJw9N28,neutral,5,0,0,0,0,0,0,1,1,1,1,1,0,,0,0,0,0,0,0,0,
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t1_000968.jpg,youtube_sad dog face_yzJExJw9N28,neutral,1,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t1_000924.jpg,youtube_sad dog face_yzJExJw9N28,neutral,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
neutral/youtube_sad dog face_yzJExJw9N28/youtube_sad dog face_yzJExJw9N28_t1_000946.jpg,youtube_sad dog face_yzJExJw9N28,neutral,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_4772987/dog_4772987_t0_000144.jpg,dog_4772987,neutral,13,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
DOGS/dog_4772987/dog_4772987_t0_000224.jpg,dog_4772987,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
DOGS/dog_4772987/dog_4772987_t0_000245.jpg,dog_4772987,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
DOGS/dog_4772987/dog_4772987_t0_000084.jpg,dog_4772987,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
DOGS/dog_4772987/dog_4772987_t0_000063.jpg,dog_4772987,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
DOGS/dog_4772987/dog_4772987_t0_000105.jpg,dog_4772987,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,,0,0,0,0,0,0
DOGS/dog_4772987/dog_4772987_t0_000007.jpg,dog_4772987,neutral,1,0,0,0,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0
DOGS/dog_4772987/dog_4772987_t0_000072.jpg,dog_4772987,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,,0,0,0,0,0,0
DOGS/dog_5794811/dog_5794811_t0_000024.jpg,dog_5794811,neutral,13,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,,1
DOGS/dog_5794811/dog_5794811_t0_000344.jpg,dog_5794811,neutral,11,0,0,0,,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
DOGS/dog_5794811/dog_5794811_t0_000025.jpg,dog_5794811,neutral,10,0,0,0,0,0,1,1,,1,1,1,0,0,0,1,0,1,1,0,1,1
DOGS/dog_5794811/dog_5794811_t0_000312.jpg,dog_5794811,neutral,5,0,0,1,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
DOGS/dog_5794811/dog_5794811_t0_000072.jpg,dog_5794811,neutral,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_5794811/dog_5794811_t0_000288.jpg,dog_5794811,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0
DOGS/dog_5794811/dog_5794811_t0_000256.jpg,dog_5794811,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t4_001242.jpg,anxiousdog_7649975667571936542,neutral,13,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t5_000729.jpg,anxiousdog_7649975667571936542,angry,12,1,0,0,,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t4_000567.jpg,anxiousdog_7649975667571936542,neutral,5,0,0,0,0,1,1,0,1,0,0,,0,0,0,1,0,1,0,0,0,
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t4_000621.jpg,anxiousdog_7649975667571936542,relaxed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t2_000189.jpg,anxiousdog_7649975667571936542,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t4_000756.jpg,anxiousdog_7649975667571936542,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral/anxiousdog_7649975667571936542/anxiousdog_7649975667571936542_t4_000675.jpg,anxiousdog_7649975667571936542,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/dog_5478926/dog_5478926_t0_000184.jpg,dog_5478926,angry,13,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
DOGS/dog_5478926/dog_5478926_t0_000280.jpg,dog_5478926,neutral,12,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,,0
DOGS/dog_5478926/dog_5478926_t0_000144.jpg,dog_5478926,angry,12,,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
DOGS/dog_5478926/dog_5478926_t0_000032.jpg,dog_5478926,neutral,6,0,0,0,1,1,1,0,1,,0,,0,,0,1,0,0,0,0,1,
DOGS/dog_5478926/dog_5478926_t0_000328.jpg,dog_5478926,neutral,5,0,0,,,,,1,,1,1,1,0,,0,,,,0,0,1,0
DOGS/dog_5478926/dog_5478926_t0_000300.jpg,dog_5478926,relaxed,1,0,,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,,0,0
DOGS/dog_5478926/dog_5478926_t0_000304.jpg,dog_5478926,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
neutral/собака_7675024639613078785/собака_7675024639613078785_t0_000036.jpg,собака_7675024639613078785,neutral,13,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,,1
neutral/собака_7675024639613078785/собака_7675024639613078785_t0_000114.jpg,собака_7675024639613078785,neutral,4,1,,0,0,,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,1
neutral/собака_7675024639613078785/собака_7675024639613078785_t1_000090.jpg,собака_7675024639613078785,neutral,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0
neutral/собака_7675024639613078785/собака_7675024639613078785_t0_000078.jpg,собака_7675024639613078785,neutral,1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
neutral/собака_7675024639613078785/собака_7675024639613078785_t0_000000.jpg,собака_7675024639613078785,neutral,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
neutral/собака_7675024639613078785/собака_7675024639613078785_t1_000252.jpg,собака_7675024639613078785,neutral,0,0,0,0,0,0,0,,0,,,,0,0,0,,,0,0,0,0,0
neutral/собака_7675024639613078785/собака_7675024639613078785_t1_000216.jpg,собака_7675024639613078785,neutral,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tiktok_playlist_nareski/d1XIJB-GGl4_000286/d1XIJB-GGl4_000286_t1_000200.jpg,d1XIJB-GGl4_000286,neutral,13,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
tiktok_playlist_nareski/d1XIJB-GGl4_000286/d1XIJB-GGl4_000286_t0_000120.jpg,d1XIJB-GGl4_000286,neutral,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
tiktok_playlist_nareski/d1XIJB-GGl4_000286/d1XIJB-GGl4_000286_t1_000176.jpg,d1XIJB-GGl4_000286,neutral,4,,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,1,,0,1
tiktok_playlist_nareski/d1XIJB-GGl4_000286/d1XIJB-GGl4_000286_t1_000224.jpg,d1XIJB-GGl4_000286,neutral,4,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,,0,0,1,
tiktok_playlist_nareski/d1XIJB-GGl4_000286/d1XIJB-GGl4_000286_t1_000272.jpg,d1XIJB-GGl4_000286,sad,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
tiktok_playlist_nareski/d1XIJB-GGl4_000286/d1XIJB-GGl4_000286_t1_000248.jpg,d1XIJB-GGl4_000286,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
DOGS/dog_5794693/dog_5794693_t0_000136.jpg,dog_5794693,angry,13,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
DOGS/dog_5794693/dog_5794693_t0_000184.jpg,dog_5794693,neutral,13,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
DOGS/dog_5794693/dog_5794693_t0_000040.jpg,dog_5794693,neutral,1,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,1,0
DOGS/dog_5794693/dog_5794693_t0_000272.jpg,dog_5794693,neutral,1,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,1,0
DOGS/dog_5794693/dog_5794693_t0_000064.jpg,dog_5794693,sad,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,1,0
DOGS/coverr-DdeaOJPiyM__golden-retriever-and-border-collie/coverr-DdeaOJPiyM__golden-retriever-and-border-collie_t1_000115.jpg,coverr-DdeaOJPiyM__golden-retriever-and-border-collie,neutral,13,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
DOGS/coverr-DdeaOJPiyM__golden-retriever-and-border-collie/coverr-DdeaOJPiyM__golden-retriever-and-border-collie_t0_000210.jpg,coverr-DdeaOJPiyM__golden-retriever-and-border-collie,sad,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
DOGS/coverr-DdeaOJPiyM__golden-retriever-and-border-collie/coverr-DdeaOJPiyM__golden-retriever-and-border-collie_t0_000069.jpg,coverr-DdeaOJPiyM__golden-retriever-and-border-collie,neutral,1,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0
DOGS/coverr-DdeaOJPiyM__golden-retriever-and-border-collie/coverr-DdeaOJPiyM__golden-retriever-and-border-collie_t0_000049.jpg,coverr-DdeaOJPiyM__golden-retriever-and-border-collie,relaxed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887614_25/segment_long_19887614_25_t0_000046.jpg,segment_long_19887614_25,neutral,13,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,,1
DOGS/segment_long_19887614_25/segment_long_19887614_25_t0_000253.jpg,segment_long_19887614_25,neutral,4,0,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887614_25/segment_long_19887614_25_t0_000336.jpg,segment_long_19887614_25,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
DOGS/segment_long_19887614_25/segment_long_19887614_25_t0_000264.jpg,segment_long_19887614_25,neutral,2,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,1,1
DOGS/mixkit-32331__dog-resting-on-the-rocks-in-the-beach/mixkit-32331__dog-resting-on-the-rocks-in-the-beach_t0_000104.jpg,mixkit-32331__dog-resting-on-the-rocks-in-the-beach,neutral,13,0,0,1,1,1,1,1,1,1,1,1,0,,0,1,0,1,0,0,1,1
DOGS/mixkit-32331__dog-resting-on-the-rocks-in-the-beach/mixkit-32331__dog-resting-on-the-rocks-in-the-beach_t0_000429.jpg,mixkit-32331__dog-resting-on-the-rocks-in-the-beach,neutral,10,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
DOGS/mixkit-32331__dog-resting-on-the-rocks-in-the-beach/mixkit-32331__dog-resting-on-the-rocks-in-the-beach_t0_000026.jpg,mixkit-32331__dog-resting-on-the-rocks-in-the-beach,neutral,3,0,0,0,1,1,,0,,0,0,0,0,0,0,0,0,,0,,1,0
DOGS/mixkit-32331__dog-resting-on-the-rocks-in-the-beach/mixkit-32331__dog-resting-on-the-rocks-in-the-beach_t0_000247.jpg,mixkit-32331__dog-resting-on-the-rocks-in-the-beach,neutral,2,,0,1,0,1,,0,0,,0,,0,0,0,,0,0,0,0,,0
DOGS/coverr-rXDihJwr9V__dog-trying-to-catch-a-fly/coverr-rXDihJwr9V__dog-trying-to-catch-a-fly_t0_000234.jpg,coverr-rXDihJwr9V__dog-trying-to-catch-a-fly,neutral,13,0,0,1,1,,1,1,1,1,1,1,0,,0,1,0,1,0,1,1,1
DOGS/coverr-rXDihJwr9V__dog-trying-to-catch-a-fly/coverr-rXDihJwr9V__dog-trying-to-catch-a-fly_t0_000078.jpg,coverr-rXDihJwr9V__dog-trying-to-catch-a-fly,neutral,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,,0
DOGS/coverr-rXDihJwr9V__dog-trying-to-catch-a-fly/coverr-rXDihJwr9V__dog-trying-to-catch-a-fly_t0_000069.jpg,coverr-rXDihJwr9V__dog-trying-to-catch-a-fly,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGS/mixkit-45873__corgi-puppy-playing-with-a-toy-with-its-owner/mixkit-45873__corgi-puppy-playing-with-a-toy-with-its-owner_t0_000065.jpg,mixkit-45873__corgi-puppy-playing-with-a-toy-with-its-owner,neutral,13,1,0,0,1,1,1,,1,1,1,1,1,1,0,1,0,1,0,0,0,1
DOGS/mixkit-45873__corgi-puppy-playing-with-a-toy-with-its-owner/mixkit-45873__corgi-puppy-playing-with-a-toy-with-its-owner_t0_000175.jpg,mixkit-45873__corgi-puppy-playing-with-a-toy-with-its-owner,neutral,1,0,0,0,,,0,,0,,1,,0,0,0,0,0,0,,0,0,0
neutral/dogmood_7663875195303693582/dogmood_7663875195303693582_t1_000135.jpg,dogmood_7663875195303693582,neutral,13,1,0,0,1,1,1,1,,1,1,1,0,1,0,1,0,1,0,0,1,1
